Common name,Scientific name,Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,Catalogue number,License,metadata_file,species_folder
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-29,09:48," Nug-As Forest, Alcoy, Cebu, Central Visayas",Philippines,9.7195,123.4529,750,"call, song",,,622379,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-11,17:55,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,750,song,Probably same bird as XC606177,,606178,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-11,17:57,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,750,song,,,606177,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-13,16:06,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,750,song,,,599293,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-14,06:09,"New Bataan, Compostela Valley, Davao Region",Philippines,7.4554,126.1735,1300,song,,,599290,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-13,12:35,"New Bataan, Compostela Valley, Davao Region",Philippines,7.4554,126.1735,1300,song,,,599289,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-13,16:06,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,800,song,,,599287,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-13,16:16,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,800,call,,,599281,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-10,15:40,"New Bataan, Compostela Valley, Davao Region",Philippines,7.4554,126.1735,1300,call,,,599279,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Garry Bakker,2019-03-16,12:33,"Davao City, Davao del Sur, Davao Region",Philippines,7.026,125.381,1100,song,,,573558,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Peter Ericsson,2018-11-15,08:30,"Real, Quezon, Calabarzon",Philippines,14.616,121.5382,750,song,,,442779,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Rolf A. de By,2001-02-06,08:36,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,song,"Bird not seen, any attempt to compare against species seen/heard that day, or generally found in the park have failed to turn up a serious candidate.  Yet, this does not sound totally unfamiliar.

Desmond Allen kindly helped out in suggesting correct ID.  

Ssp inferred from location only, and fide Kennedy et al.",,411618,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Rolf A. de By,2001-02-06,05:51,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,song,"Bird singing at dawn, but not seen.  Desmond Allen kindly helped out with suggestion ID.",,411586,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,"Romeo B. Galang, Jr",2017-10-29,07:36,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,call, ,,391266,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Ross Gallardy,2016-05-15,07:00,"Tabunan Forest, Cebu, Central Visayas",Philippines,10.4392,123.8244,500,call,,,320921,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2016-02-20,10:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,song,,,308921,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2016-02-20,10:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,"call, song",,,308919,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2016-02-20,10:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,"call, song",,,308915,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Ralf,2016-02-23,05:30,"Mount Makiling, Luzon",Philippines,14.1358,121.19,1000,song,No significant modification in the recording.,,305256,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Ralf,2016-02-23,05:00,"Mount Makiling, Luzon",Philippines,14.1358,121.19,1000,song,No significant modification in the recording.,,305255,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Niels Poul Dreyer,1999-03-07,08:00,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,song,,,270585,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2015-01-21,15:30,"Mount Kitanglad, Mindanao",Philippines,8.1238,124.9273,2500,"call, song",,,239241,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2015-01-21,15:30,"Mount Kitanglad, Mindanao",Philippines,8.1238,124.9273,2500,call,,,239240,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2015-01-20,08:00,"Mount Kitanglad, Mindanao",Philippines,8.1238,124.9273,2500,call,,,239239,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2015-01-20,07:00,"Mount Kitanglad, Mindanao",Philippines,8.1238,124.9273,2500,call,,,239237,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Frank Lambert,0000-00-00,?,"Luzon, Cagayan Province, Isabella, Sierra Madre Mts., Mt. Hamut",Philippines,17.55,121.95,?,"call, song, song and calls (including flight at end)",,,57586,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Greg Irving,2025-06-11,06:14,PICOP road 4,Philippines,8.2575,126.1493,170,call,,,1008951,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Greg Irving,2025-06-09,14:59,"Tinyu-An Falls, City Of Bislig, Surigao del Sur, Caraga",Philippines,8.1758,126.2288,100,song,,,1005909,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-24,13:51,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,call,,,896132,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Greg Irving,2024-03-23,17:35,"Bluewater, Baggao, Cagayan, Cagayan Valley",Philippines,18.0208,121.9978,190,song,,,895745,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Jorge de Leon Cardozo ,2022-10-13,10:00,"Luzon (near  Santa Maria), Laguna, Calabarzon",Philippines,14.5545,121.4838,650,,,,830458,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Ding Li Yong,2014-03-03,09:00,"Mount Apo, Davao City, Davao del Sur, Davao Region",Philippines,7.0813,125.3078,1500,"call, song",,Yungipicus maculatus,657623,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-13,16:07,"Maragusan (San Mariano) (near  Maragusan), Compostela Valley, Davao Region",Philippines,7.3934,126.1601,800,"call, song",,,606175,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Frank Lambert,2020-02-12,14:03,"New Bataan, Compostela Valley, Davao Region",Philippines,7.4554,126.1735,1300,song,,,599294,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Pauline Carmel Joy Eje,2019-02-18,13:20,"Los Banos (near  Los Baños), Laguna, Calabarzon",Philippines,14.1366,121.2212,380,"call, song",Needs confirmation,,463897,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss saturatior,Brendan Sloan,2018-06-01,11:30,Nug As Alcoy Cebu,Philippines,,,150 masl approx,call,Juvenile,,447243,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss  linae,Brendan Sloan,2018-05-29,09:00,Road Near Silago Leyte,Philippines,,,50 masl approx,"call, song",Bird not seen but believed to be Phil Bulbul,,446851,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss saturatior,Brendan Sloan,2018-05-30,15:30,Road Near Silago Leyte,Philippines,,,50 masl approx,song,,,446847,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss saturatior,Brendan Sloan,2018-05-14,12:30,Lake Holon South Cotabato Mindanao ,Philippines,,,1350 masl approx,"call, song",bird seen in proximity,,421718,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Jun V,2017-09-09,09:00,"Bacnotan, La Union, Ilocos Region",Philippines,16.7248,120.3943,60,"call, song",,,385662,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Mike Nelson,2016-02-20,10:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,"alarm call, call",,,308916,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,"Romeo B. Galang, Jr",2015-01-25,13:38,"Rodriguez, Bulacan, Central Luzon",Philippines,14.8192,121.178,650,"flight call, song",A bird was calling on a tree growing along the steep slope of a low hill by the roadside. Another bird is answering the call/song just a few meters away. It was a windy day.,,211438,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,philippinus,Cedric MROCZKO,2014-02-03,07:00,"Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,call,"Zoom H2n (LoCut, 24/96)
Audacity (Highpass filter set at 500Hz/6dB ; amplification with peak at -6dB)",,204553,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Todd Mark,1997-02-02,08:30,"Mount Makiling, Luzon",Philippines,14.1358,121.19,1000,"call, song",,,114713,https://creativecommons.org/licenses/by-nc-sa/3.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,saturatior,Desmond Allen,2001-01-02,?:?,"Rajah Sikatuna National Park, Bohol",Philippines,,,?,song,song and calls. This was allocated to Visayan Bulbul which illustrates yet again how confusing the use of this epithet is,,79297,https://creativecommons.org/licenses/by-nc-nd/2.5/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss saturatior,Brendan Sloan,2019-04-24,07:00,Nug As Alcoy Cebu,Philippines,,,200 masl approx,song,,,499982,https://creativecommons.org/licenses/by-nc-nd/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss saturatior,Brendan Sloan,2018-05-14,10:30,Lake Holon South Cotabato Mindanao ,Philippines,,,1420 masl approx,call,,,421922,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,ss saturatior,Brendan Sloan,2018-05-14,12:30,Lake Holon South Cotabato Mindanao ,Philippines,,,1350 masl approx,song,,,421719,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Philippine Bulbul,Hypsipetes philippinus,,Aladdin,2024-09-11,08:00,Marikina–Infanta Highway,Philippines,14.5748,121.5066,700,call,Recorded with my mobile phone using the Merlin app. High Pass Filter applied with Audacity,,933254,https://creativecommons.org/licenses/by-nc-sa/4.0/,Hypsipetes philippinus.csv,Hypsipetes philippinus
Luzon Hawk-Owl,Ninox philippensis,philippensis,Hans Matheve,2024-03-04,?,"Rajah Sikatuna, Bohol, Central Visayas",Philippines,9.7056,124.1234,400,song,,,963552,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,philippensis,Hans Matheve,2024-03-03,?,"Rajah Sikatuna, Bohol, Central Visayas",Philippines,9.7056,124.1234,400,song,,,963537,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,philippensis,Niall Perrins,2024-02-29,18:30,"Morong (near  Subic Bay Freeport Zone), Bataan, Central Luzon",Philippines,14.7651,120.2767,90,call,,,881040,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,SS philippensis,brendan sloan,2018-04-25,20:00,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,433965,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Ross Gallardy,2016-05-20,21:00,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,call,,,321050,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Ross Gallardy,2016-05-17,21:00,"Twin Lakes, Negros Oriental, Central Visayas",Philippines,9.3607,123.1788,900,song,,,321028,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Ross Gallardy,2016-05-17,21:00,"Twin Lakes, Negros Oriental, Central Visayas",Philippines,9.3607,123.1788,900,song,,,321027,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,philippensis,Tomas Carlberg,2014-03-18,05:15,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,call,"Two birds seen and heard after responding to playback. Along road outside park entrance, at 05:15 am.",,174895,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,philippensis,Tomas Carlberg,2014-03-17,19:10,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,call,Two birds seen and heard after responding to playback.,,174894,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,centralis,Frank Lambert,2010-05-04,?:?,Negros; Mt. Canlaon,Philippines,10.49,123.1,800,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10800>AV10800</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: recordist's estimate.,,68860,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,centralis,Frank Lambert,2010-05-02,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,800,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10701>AV10701</a>.  Certainty: 100%.  ID determined by: not seen. GPS: estimate from Google Earth.,Ninox randi,68859,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,centralis,Frank Lambert,2010-04-29,?:?,Negros; Mt. Canlaon,Philippines,10.4,123.1,800,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10700>AV10700</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: estimate from Google Earth.,,68858,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,centralis,Frank Lambert,2010-05-13,?:?,Negros; Patag,Philippines,10.69,123.18,750,song,Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10801>AV10801</a>.  Certainty: 100%.  ID determined by: not specifically indicated; recordist normally sees birds recorded and indicates if any question. GPS: recordist's estimate.,,68856,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,philippensis,Frank Lambert,1990-00-00,?:?,"Angat, Luzon",Philippines,14.92824,121.030465,?,call,,,30728,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Frank Lambert,1990-00-00,?:?,"Angat, Luzon",Philippines,14.92824,121.030465,?,call,,,30727,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Frank Lambert,1990-00-00,?:?,"Angat, Luzon",Philippines,14.92824,121.030465,?,call,,,30726,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,philippensis,Greg Irving,2024-03-29,20:56,"Hospital Road, Subic Bay Freeport Zone, Bataan, Central Luzon",Philippines,14.7821,120.302,160,song,,,897539,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Niall Perrins,2024-03-01,05:50,"Morong (near  Subic Bay Freeport Zone), Bataan, Central Luzon",Philippines,14.8034,120.3139,10,call,,Eudynamys scolopaceus,881052,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Jelle Scharringa,1985-04-11,23:30,Luzon; Laguna Province; Mt. Makiling Forest Reserve,Philippines,14.15,121.232,140,song,Two birds up in trees.,,607719,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Jelle Scharringa,1985-03-14,21:30,Luzon; Laguna Province; Mt. Makiling Forest Reserve,Philippines,14.15,121.232,140,song,,,607718,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss philippensis,Brendan Sloan,2018-05-30,19:30,Road Near Silago Leyte,Philippines,,,50 masl approx,call,,,447069,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss philippensis,Brendan Sloan,2018-05-30,19:00,Road Near Silago Leyte,Philippines,,,50 masl approx,call,,,447068,https://creativecommons.org/licenses/by-nc-nd/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss philippensis,Brendan Sloan,2018-04-25,19:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,433964,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,SS philippensis,Brendan Sloan,2018-04-25,19:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,433963,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss philippensis,Brendan Sloan,2018-04-20,19:00,Sibaliw Research Station Panay,Philippines,,,700 masl approx,call,,,433670,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,Luzon Hawk-owl,Brendan Sloan,2018-04-19,19:00,Sibaliw Research Station Panay,Philippines,,,700 masl approx,call,,,433668,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss philippensis,Brendan Sloan,2018-04-17,19:30,Sibaliw Research Station Panay,Philippines,,,800 masl,call,,,432810,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,"Romeo B. Galang, Jr",2017-10-28,22:24,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,"call, duet, duet of probably a male and female","Two birds were perched side by side on a branch, around 30 meters from the ground. The pair gave of the call when a torch light was flashed on them.",,391265,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,"Romeo B. Galang, Jr",2017-10-28,22:24,"Tanay, Rizal, Calabarzon",Philippines,14.5553,121.3503,480,"call, duet, duet of probably a male and female","Two birds were perched side by side on a branch, around 30 meters from the ground. The pair gave of the call when a torch light was flashed on them.",,391264,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,Brendan Sloan,2017-03-21,20:00,sibaliw,Philippines,,,800 masl approx,call,,,382133,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-21,20:00,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,382132,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-16,19:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,378295,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss philippensis,brendan sloan,2017-03-13,20:00,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,377675,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-13,20:00,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,377138,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-13,20:00,Sibaliw Research Station Panay,Philippines,,,800 masl approx,song,,,377137,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-13,19:30,sibilaw,Philippines,,,800 masl approx,song,,,377135,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-13,19:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,377133,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,ss  philippensis,brendan sloan,2017-03-13,19:30,Sibaliw Research Station Panay,Philippines,,,800 masl approx,call,,,377132,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,Mike Nelson,2016-02-19,19:00,"Subic Bay, Bataan, Central Luzon",Philippines,14.7765,120.3102,160,"call, song",,,308911,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,centralis,Niels Poul Dreyer,1998-02-25,18:30,"Rajah Sikatuna NP, Bohol",Philippines,9.6982,124.1187,380,"call, song",,,270670,https://creativecommons.org/licenses/by-nc-sa/4.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,David Marques,2013-02-27,20:38,"Subic Bay, Morong, Bataan, Central Luzon",Philippines,14.7655,120.2769,100,"song, pair-song?",,,130889,https://creativecommons.org/licenses/by-nc-sa/3.0/,Ninox philippensis.csv,Ninox philippensis
Luzon Hawk-Owl,Ninox philippensis,,David Marques,2013-02-27,20:38,"Subic Bay, Morong, Bataan, Central Luzon",Philippines,14.7655,120.2769,100,"song, pair-song?",,,130888,https://creativecommons.org/licenses/by-nc-sa/3.0/,Ninox philippensis.csv,Ninox philippensis
